fid,id,left,top,right,bottom,J_Attached,J_Secondar,J_Medium d,J_Apartmen,J_Total_Ne,Long,Lat
179,179,681845.917150946101174,6100855.034500000067055,682134.592285541002639,6100605.034500000067055,"0","0","0","0","0",148.99961,-35.21996
180,180,681845.917150946101174,6100605.034500000067055,682134.592285541002639,6100355.034500000067055,"0","0","0","0","0",148.99967,-35.22222
181,181,681845.917150946101174,6100355.034500000067055,682134.592285541002639,6100105.034500000067055,"0","0","0","0","0",148.99972,-35.22447
182,182,681845.917150946101174,6100105.034500000067055,682134.592285541002639,6099855.034500000067055,"2.148007493","0","0","0","2.148007493",148.99978,-35.22672
183,183,681845.917150946101174,6099855.034500000067055,682134.592285541002639,6099605.034500000998378,"1.956269327","2","0","0","3.956269327",148.99983,-35.22898
184,184,681845.917150946101174,6099605.034500000998378,682134.592285541002639,6099355.034500000067055,"0","0","0","0","0",148.99989,-35.23123
319,319,682062.423501892131753,6102980.034500000067055,682351.098636487149633,6102730.034500000067055,"0","0","0","0","0",149.00152,-35.20077
320,320,682062.423501892131753,6102730.034500000067055,682351.098636487149633,6102480.034499999135733,"0","0","0","0","0",149.00158,-35.20303
321,321,682062.423501892131753,6102480.034499999135733,682351.098636487149633,6102230.034500000067055,"0","0","0","0","0",149.00163,-35.20528
322,322,682062.423501892131753,6102230.034500000067055,682351.098636487149633,6101980.034500000067055,"0","0","0","0","0",149.00169,-35.20753
323,323,682062.423501892131753,6101980.034500000067055,682351.098636487149633,6101730.034500000067055,"0","1","0","0","1",149.00174,-35.20979
324,324,682062.423501892131753,6101730.034500000067055,682351.098636487149633,6101480.034500000067055,"0","0","0","0","0",149.00180,-35.21204
325,325,682062.423501892131753,6101480.034500000067055,682351.098636487149633,6101230.034500000067055,"0","4","0","0","4",149.00185,-35.21429
326,326,682062.423501892131753,6101230.034500000067055,682351.098636487149633,6100980.034500000067055,"0","0","0","0","0",149.00191,-35.21654
327,327,682062.423501892131753,6100980.034500000067055,682351.098636487149633,6100730.034500000998378,"0","0","0","0","0",149.00196,-35.21880
328,328,682062.423501892131753,6100730.034500000998378,682351.098636487149633,6100480.034500000067055,"0","0","0","0","0",149.00202,-35.22105
329,329,682062.423501892131753,6100480.034500000067055,682351.098636487149633,6100230.034500000067055,"0","0","0","0","0",149.00207,-35.22330
330,330,682062.423501892131753,6100230.034500000067055,682351.098636487149633,6099980.034500000067055,"0","0","0","0","0",149.00213,-35.22556
331,331,682062.423501892131753,6099980.034500000067055,682351.098636487149633,6099730.034500000067055,"0","0","0","0","0",149.00218,-35.22781
332,332,682062.423501892131753,6099730.034500000067055,682351.098636487149633,6099480.034500000067055,"2.043730673","0","0","0","2.043730673",149.00224,-35.23006
466,466,682278.929852838278748,6103105.034500000067055,682567.604987433180213,6102855.034500000067055,"0","0","0","0","0",149.00387,-35.19961
467,467,682278.929852838278748,6102855.034500000067055,682567.604987433180213,6102605.034500000067055,"0","0","0","0","0",149.00392,-35.20186
468,468,682278.929852838278748,6102605.034500000067055,682567.604987433180213,6102355.034500000067055,"0","0","0","0","0",149.00398,-35.20411
469,469,682278.929852838278748,6102355.034500000067055,682567.604987433180213,6102105.034500000067055,"0","0","0","0","0",149.00404,-35.20637
470,470,682278.929852838278748,6102105.034500000067055,682567.604987433180213,6101855.034500000067055,"0","0","0","0","0",149.00409,-35.20862
471,471,682278.929852838278748,6101855.034500000067055,682567.604987433180213,6101605.034500000067055,"0","0.995761192","0","0","0.995761192",149.00415,-35.21087
472,472,682278.929852838278748,6101605.034500000067055,682567.604987433180213,6101355.034499999135733,"0","2","0","0","2",149.00420,-35.21313
473,473,682278.929852838278748,6101355.034499999135733,682567.604987433180213,6101105.034500000067055,"0","2","0","0","2",149.00426,-35.21538
474,474,682278.929852838278748,6101105.034500000067055,682567.604987433180213,6100855.034500000067055,"0","0","0","0","0",149.00431,-35.21763
475,475,682278.929852838278748,6100855.034500000067055,682567.604987433180213,6100605.034500000067055,"0","0","0","0","0",149.00437,-35.21988
476,476,682278.929852838278748,6100605.034500000067055,682567.604987433180213,6100355.034500000067055,"0","0","0","0","0",149.00442,-35.22214
477,477,682278.929852838278748,6100355.034500000067055,682567.604987433180213,6100105.034500000067055,"0.090852889","7.141043241","0","0","7.23189613",149.00448,-35.22439
478,478,682278.929852838278748,6100105.034500000067055,682567.604987433180213,6099855.034500000067055,"0","0.852319876","0","0","0.852319876",149.00453,-35.22664
479,479,682278.929852838278748,6099855.034500000067055,682567.604987433180213,6099605.034500000998378,"0","0","0","0","0",149.00459,-35.22890
611,611,682495.436203784425743,6103980.034500000067055,682784.111338379327208,6103730.034500000067055,"0","0","0","0","0",149.00605,-35.19168
612,612,682495.436203784425743,6103730.034500000067055,682784.111338379327208,6103480.034500000067055,"0","0","0","0","0",149.00611,-35.19394
614,614,682495.436203784425743,6103230.034500000067055,682784.111338379327208,6102980.034500000067055,"0","0","0","0","0",149.00622,-35.19844
615,615,682495.436203784425743,6102980.034500000067055,682784.111338379327208,6102730.034500000067055,"0","0","0","0","0",149.00627,-35.20070
616,616,682495.436203784425743,6102730.034500000067055,682784.111338379327208,6102480.034499999135733,"0","0","0","0","0",149.00633,-35.20295
617,617,682495.436203784425743,6102480.034499999135733,682784.111338379327208,6102230.034500000067055,"0","0","0","0","0",149.00638,-35.20520
618,618,682495.436203784425743,6102230.034500000067055,682784.111338379327208,6101980.034500000067055,"0","0","0","0","0",149.00644,-35.20745
619,619,682495.436203784425743,6101980.034500000067055,682784.111338379327208,6101730.034500000067055,"0","1","0","0","1",149.00650,-35.20971
620,620,682495.436203784425743,6101730.034500000067055,682784.111338379327208,6101480.034500000067055,"0","1.004238808","0","0","1.004238808",149.00655,-35.21196
621,621,682495.436203784425743,6101480.034500000067055,682784.111338379327208,6101230.034500000067055,"0.217255722","11.14731467","0","0","11.36457039",149.00661,-35.21421
622,622,682495.436203784425743,6101230.034500000067055,682784.111338379327208,6100980.034500000067055,"4.474880136","14.73609881","0","0","19.21097895",149.00666,-35.21647
623,623,682495.436203784425743,6100980.034500000067055,682784.111338379327208,6100730.034500000998378,"1.551628537","3.326668533","0","0","4.87829707",149.00672,-35.21872
624,624,682495.436203784425743,6100730.034500000998378,682784.111338379327208,6100480.034500000067055,"2.647366488","7.64200917","0","0","10.28937566",149.00677,-35.22097
625,625,682495.436203784425743,6100480.034500000067055,682784.111338379327208,6100230.034500000067055,"2.261780623","23.53780731","0","0","25.79958793",149.00683,-35.22322
626,626,682495.436203784425743,6100230.034500000067055,682784.111338379327208,6099980.034500000067055,"0","30.50685039","0","0","30.50685039",149.00688,-35.22548
627,627,682495.436203784425743,6099980.034500000067055,682784.111338379327208,6099730.034500000067055,"0","19.70680933","0","0","19.70680933",149.00694,-35.22773
628,628,682495.436203784425743,6099730.034500000067055,682784.111338379327208,6099480.034500000067055,"0","5.806775972","0","0","5.806775972",149.00699,-35.22998
758,758,682711.942554730456322,6104105.034500000067055,683000.617689325357787,6103855.034500000067055,"0","0","0","0","0",149.00840,-35.19052
759,759,682711.942554730456322,6103855.034500000067055,683000.617689325357787,6103605.034500000998378,"0","0","0","0","0",149.00846,-35.19277
760,760,682711.942554730456322,6103605.034500000998378,683000.617689325357787,6103355.034500000067055,"0","0","0","0","0",149.00851,-35.19502
761,761,682711.942554730456322,6103355.034500000067055,683000.617689325357787,6103105.034500000067055,"0","0","0","0","0",149.00857,-35.19728
762,762,682711.942554730456322,6103105.034500000067055,683000.617689325357787,6102855.034500000067055,"0","0","0","0","0",149.00862,-35.19953
763,763,682711.942554730456322,6102855.034500000067055,683000.617689325357787,6102605.034500000067055,"0","0","0","0","0",149.00868,-35.20178
764,764,682711.942554730456322,6102605.034500000067055,683000.617689325357787,6102355.034500000067055,"0","0","0","0","0",149.00873,-35.20404
765,765,682711.942554730456322,6102355.034500000067055,683000.617689325357787,6102105.034500000067055,"0","0","0","0","0",149.00879,-35.20629
766,766,682711.942554730456322,6102105.034500000067055,683000.617689325357787,6101855.034500000067055,"7.658482357","4","0","0","11.65848236",149.00885,-35.20854
767,767,682711.942554730456322,6101855.034500000067055,683000.617689325357787,6101605.034500000067055,"25.03254761","3.749863597","0","0","28.78241121",149.00890,-35.21079
768,768,682711.942554730456322,6101605.034500000067055,683000.617689325357787,6101355.034499999135733,"19.15733152","12.03602261","0","0","31.19335413",149.00896,-35.21305
769,769,682711.942554730456322,6101355.034499999135733,683000.617689325357787,6101105.034500000067055,"1.671701026","32.62512622","0","0","34.29682725",149.00901,-35.21530
770,770,682711.942554730456322,6101105.034500000067055,683000.617689325357787,6100855.034500000067055,"7.15260505","17.08039224","0","0","24.23299729",149.00907,-35.21755
771,771,682711.942554730456322,6100855.034500000067055,683000.617689325357787,6100605.034500000067055,"3.733022602","21.94389848","0","0","25.67692109",149.00912,-35.21981
772,772,682711.942554730456322,6100605.034500000067055,683000.617689325357787,6100355.034500000067055,"0","21.11202544","0","0","21.11202544",149.00918,-35.22206
773,773,682711.942554730456322,6100355.034500000067055,683000.617689325357787,6100105.034500000067055,"5.79595745","14.26575649","0","0","20.06171394",149.00923,-35.22431
774,774,682711.942554730456322,6100105.034500000067055,683000.617689325357787,6099855.034500000067055,"7.145006171","16.14332888","0","0","23.28833505",149.00929,-35.22656
775,775,682711.942554730456322,6099855.034500000067055,683000.617689325357787,6099605.034500000998378,"3","30.65535899","0","0","33.65535899",149.00935,-35.22882
776,776,682711.942554730456322,6099605.034500000998378,683000.617689325357787,6099355.034500000067055,"0","0.504436017","0","0","0.504436017",149.00940,-35.23107
906,906,682928.448905676603317,6104230.034500000067055,683217.124040271504782,6103980.034500000067055,"0","0","0","0","0",149.01075,-35.18935
907,907,682928.448905676603317,6103980.034500000067055,683217.124040271504782,6103730.034500000067055,"0","0","0","0","0",149.01081,-35.19161
908,908,682928.448905676603317,6103730.034500000067055,683217.124040271504782,6103480.034500000067055,"0","0","0","0","0",149.01086,-35.19386
909,909,682928.448905676603317,6103480.034500000067055,683217.124040271504782,6103230.034500000067055,"0","0","0","0","0",149.01092,-35.19611
910,910,682928.448905676603317,6103230.034500000067055,683217.124040271504782,6102980.034500000067055,"0","0","0","0","0",149.01097,-35.19836
911,911,682928.448905676603317,6102980.034500000067055,683217.124040271504782,6102730.034500000067055,"0.66336267","2.079009455","0","0","2.742372124",149.01103,-35.20062
912,912,682928.448905676603317,6102730.034500000067055,683217.124040271504782,6102480.034499999135733,"0","0","0","0","0",149.01108,-35.20287
913,913,682928.448905676603317,6102480.034499999135733,683217.124040271504782,6102230.034500000067055,"0","0","0","0","0",149.01114,-35.20512
914,914,682928.448905676603317,6102230.034500000067055,683217.124040271504782,6101980.034500000067055,"21.66040964","8.467336197","0","0","30.12774583",149.01119,-35.20738
915,915,682928.448905676603317,6101980.034500000067055,683217.124040271504782,6101730.034500000067055,"29.88455851","0","0","33.58001413","63.46457265",149.01125,-35.20963
916,916,682928.448905676603317,6101730.034500000067055,683217.124040271504782,6101480.034500000067055,"28.3989598","0","0","9.087563056","37.48652286",149.01131,-35.21188
917,917,682928.448905676603317,6101480.034500000067055,683217.124040271504782,6101230.034500000067055,"3.400645935","6.384510203","0","0","9.785156137",149.01136,-35.21413
918,918,682928.448905676603317,6101230.034500000067055,683217.124040271504782,6100980.034500000067055,"2.657624184","26.58654591","0","0","29.2441701",149.01142,-35.21639
919,919,682928.448905676603317,6100980.034500000067055,683217.124040271504782,6100730.034500000998378,"5.052259701","21.44506352","0","0","26.49732322",149.01147,-35.21864
920,920,682928.448905676603317,6100730.034500000998378,683217.124040271504782,6100480.034500000067055,"0.307399673","18.34411596","0","0","18.65151564",149.01153,-35.22089
921,921,682928.448905676603317,6100480.034500000067055,683217.124040271504782,6100230.034500000067055,"1.021946091","3.129438048","0","0","4.151384139",149.01158,-35.22315
922,922,682928.448905676603317,6100230.034500000067055,683217.124040271504782,6099980.034500000067055,"11.98103266","3.053417051","0","43.58966241","58.62411212",149.01164,-35.22540
923,923,682928.448905676603317,6099980.034500000067055,683217.124040271504782,6099730.034500000067055,"1.58745793","21.47536227","0","0","23.0628202",149.01169,-35.22765
924,924,682928.448905676603317,6099730.034500000067055,683217.124040271504782,6099480.034500000067055,"2.41254207","18.83640569","0","0","21.24894776",149.01175,-35.22990
925,925,682928.448905676603317,6099480.034500000067055,683217.124040271504782,6099230.034500000067055,"0","0","0","0","0",149.01181,-35.23216
1053,1053,683144.955256622866727,6104355.034500000067055,683433.630391217651777,6104105.034500000067055,"0","0","0","0","0",149.01310,-35.18819
1054,1054,683144.955256622866727,6104105.034500000067055,683433.630391217651777,6103855.034500000067055,"0","0","0","0","0",149.01315,-35.19044
1055,1055,683144.955256622866727,6103855.034500000067055,683433.630391217651777,6103605.034500000998378,"0","0","0","0","0",149.01321,-35.19269
1056,1056,683144.955256622866727,6103605.034500000998378,683433.630391217651777,6103355.034500000067055,"0","0","0","0","0",149.01327,-35.19495
1057,1057,683144.955256622866727,6103355.034500000067055,683433.630391217651777,6103105.034500000067055,"0","0","0","0","0",149.01332,-35.19720
1058,1058,683144.955256622866727,6103105.034500000067055,683433.630391217651777,6102855.034500000067055,"0","2.960399642","0","0","2.960399642",149.01338,-35.19945
1059,1059,683144.955256622866727,6102855.034500000067055,683433.630391217651777,6102605.034500000067055,"8.487708281","22.14256934","0","0","30.63027762",149.01343,-35.20170
1060,1060,683144.955256622866727,6102605.034500000067055,683433.630391217651777,6102355.034500000067055,"0","5.730794748","0","0","5.730794748",149.01349,-35.20396
1061,1061,683144.955256622866727,6102355.034500000067055,683433.630391217651777,6102105.034500000067055,"1","6.362322941","0","0","7.362322941",149.01354,-35.20621
1062,1062,683144.955256622866727,6102105.034500000067055,683433.630391217651777,6101855.034500000067055,"6.795917263","2.123268344","0","0","8.919185607",149.01360,-35.20846
1063,1063,683144.955256622866727,6101855.034500000067055,683433.630391217651777,6101605.034500000067055,"6.855007917","0","0","15.21367902","22.06868694",149.01366,-35.21072
1064,1064,683144.955256622866727,6101605.034500000067055,683433.630391217651777,6101355.034499999135733,"0","0.551208805","0","0","0.551208805",149.01371,-35.21297
1065,1065,683144.955256622866727,6101355.034499999135733,683433.630391217651777,6101105.034500000067055,"0.528999104","11.38740852","0","0","11.91640762",149.01377,-35.21522
1066,1066,683144.955256622866727,6101105.034500000067055,683433.630391217651777,6100855.034500000067055,"7.925410618","33.66414712","0","0","41.58955774",149.01382,-35.21747
1067,1067,683144.955256622866727,6100855.034500000067055,683433.630391217651777,6100605.034500000067055,"1","10.89954068","0","0","11.89954068",149.01388,-35.21973
1068,1068,683144.955256622866727,6100605.034500000067055,683433.630391217651777,6100355.034500000067055,"11.49611329","0","0","0","11.49611329",149.01393,-35.22198
1069,1069,683144.955256622866727,6100355.034500000067055,683433.630391217651777,6100105.034500000067055,"19.03850794","0","0","0","19.03850794",149.01399,-35.22423
1070,1070,683144.955256622866727,6100105.034500000067055,683433.630391217651777,6099855.034500000067055,"23.80855988","10.94217378","0","0","34.75073366",149.01404,-35.22649
1071,1071,683144.955256622866727,6099855.034500000067055,683433.630391217651777,6099605.034500000998378,"0","17.32017227","0","0","17.32017227",149.01410,-35.22874
1072,1072,683144.955256622866727,6099605.034500000998378,683433.630391217651777,6099355.034500000067055,"5","18.61914573","0","0","23.61914573",149.01416,-35.23099
1201,1201,683361.461607568780892,6104480.034500000067055,683650.136742163682356,6104230.034500000067055,"0","0","0","0","0",149.01545,-35.18702
1202,1202,683361.461607568780892,6104230.034500000067055,683650.136742163682356,6103980.034500000067055,"0","0","0","0","0",149.01550,-35.18927
1203,1203,683361.461607568780892,6103980.034500000067055,683650.136742163682356,6103730.034500000067055,"0","2","0","0","2",149.01556,-35.19153
1204,1204,683361.461607568780892,6103730.034500000067055,683650.136742163682356,6103480.034500000067055,"0","1","0","0","1",149.01561,-35.19378
1205,1205,683361.461607568780892,6103480.034500000067055,683650.136742163682356,6103230.034500000067055,"0","1.405786028","0","0","1.405786028",149.01567,-35.19603
1206,1206,683361.461607568780892,6103230.034500000067055,683650.136742163682356,6102980.034500000067055,"0","0.06711783","0","0","0.06711783",149.01573,-35.19828
1207,1207,683361.461607568780892,6102980.034500000067055,683650.136742163682356,6102730.034500000067055,"0","9.450196796","0","0","9.450196796",149.01578,-35.20054
1208,1208,683361.461607568780892,6102730.034500000067055,683650.136742163682356,6102480.034499999135733,"1.848929049","6.569912187","0","0","8.418841237",149.01584,-35.20279
1209,1209,683361.461607568780892,6102480.034499999135733,683650.136742163682356,6102230.034500000067055,"2","24.87993995","0","0","26.87993995",149.01589,-35.20504
1210,1210,683361.461607568780892,6102230.034500000067055,683650.136742163682356,6101980.034500000067055,"0","43.12543315","0","0","43.12543315",149.01595,-35.20730
1211,1211,683361.461607568780892,6101980.034500000067055,683650.136742163682356,6101730.034500000067055,"23.60523112","19.57654182","0","0","43.18177294",149.01600,-35.20955
1212,1212,683361.461607568780892,6101730.034500000067055,683650.136742163682356,6101480.034500000067055,"5.725460795","19.03931632","0","0","24.76477711",149.01606,-35.21180
1213,1213,683361.461607568780892,6101480.034500000067055,683650.136742163682356,6101230.034500000067055,"0","0","0","0","0",149.01612,-35.21406
1214,1214,683361.461607568780892,6101230.034500000067055,683650.136742163682356,6100980.034500000067055,"10.82715032","22.09850424","0","0","32.92565456",149.01617,-35.21631
1215,1215,683361.461607568780892,6100980.034500000067055,683650.136742163682356,6100730.034500000998378,"22.95784491","2.417542293","0","0","25.3753872",149.01623,-35.21856
1216,1216,683361.461607568780892,6100730.034500000998378,683650.136742163682356,6100480.034500000067055,"40.19578662","0","0","3.727255592","43.92304221",149.01628,-35.22081
1217,1217,683361.461607568780892,6100480.034500000067055,683650.136742163682356,6100230.034500000067055,"24.84910028","0","0","0","24.84910028",149.01634,-35.22307
1218,1218,683361.461607568780892,6100230.034500000067055,683650.136742163682356,6099980.034500000067055,"30.01905938","0","0","0","30.01905938",149.01639,-35.22532
1219,1219,683361.461607568780892,6099980.034500000067055,683650.136742163682356,6099730.034500000067055,"3.250792009","28.33182764","0","0","31.58261965",149.01645,-35.22757
1220,1220,683361.461607568780892,6099730.034500000067055,683650.136742163682356,6099480.034500000067055,"0","22.48599631","0","0","22.48599631",149.01651,-35.22983
1221,1221,683361.461607568780892,6099480.034500000067055,683650.136742163682356,6099230.034500000067055,"1.060206714","7.765247347","0","0","8.825454061",149.01656,-35.23208
1348,1348,683577.967958515044302,6104605.034500000067055,683866.643093109829351,6104355.034500000067055,"0","0","0","0","0",149.01780,-35.18585
1349,1349,683577.967958515044302,6104355.034500000067055,683866.643093109829351,6104105.034500000067055,"0","0","0","0","0",149.01785,-35.18811
1350,1350,683577.967958515044302,6104105.034500000067055,683866.643093109829351,6103855.034500000067055,"0","1","0","0","1",149.01791,-35.19036
1351,1351,683577.967958515044302,6103855.034500000067055,683866.643093109829351,6103605.034500000998378,"0","0","0","0","0",149.01796,-35.19261
1352,1352,683577.967958515044302,6103605.034500000998378,683866.643093109829351,6103355.034500000067055,"0","1.594213972","0","5.098765939","6.692979911",149.01802,-35.19487
1353,1353,683577.967958515044302,6103355.034500000067055,683866.643093109829351,6103105.034500000067055,"0","2.142143378","0","0","2.142143378",149.01808,-35.19712
1354,1354,683577.967958515044302,6103105.034500000067055,683866.643093109829351,6102855.034500000067055,"2","9.356848328","0","0","11.35684833",149.01813,-35.19937
1355,1355,683577.967958515044302,6102855.034500000067055,683866.643093109829351,6102605.034500000067055,"0","0.10380904","0","0","0.10380904",149.01819,-35.20162
1356,1356,683577.967958515044302,6102605.034500000067055,683866.643093109829351,6102355.034500000067055,"1.999988727","16.40225103","0","0","18.40223976",149.01824,-35.20388
1357,1357,683577.967958515044302,6102355.034500000067055,683866.643093109829351,6102105.034500000067055,"1.1272E-05","10.54985543","0","0","10.5498667",149.01830,-35.20613
1358,1358,683577.967958515044302,6102105.034500000067055,683866.643093109829351,6101855.034500000067055,"0","20.7503891","0","0","20.7503891",149.01835,-35.20838
1359,1359,683577.967958515044302,6101855.034500000067055,683866.643093109829351,6101605.034500000067055,"2.092838001","37.06420364","0","0","39.15704164",149.01841,-35.21064
1360,1360,683577.967958515044302,6101605.034500000067055,683866.643093109829351,6101355.034499999135733,"4.270031973","29.67529002","0","0","33.94532199",149.01847,-35.21289
1361,1361,683577.967958515044302,6101355.034499999135733,683866.643093109829351,6101105.034500000067055,"8.138135215","6.012726035","0","0","14.15086125",149.01852,-35.21514
1362,1362,683577.967958515044302,6101105.034500000067055,683866.643093109829351,6100855.034500000067055,"29.90702959","0","0","0","29.90702959",149.01858,-35.21739
1363,1363,683577.967958515044302,6100855.034500000067055,683866.643093109829351,6100605.034500000067055,"10.13104407","0","0","64.78177563","74.9128197",149.01863,-35.21965
1364,1364,683577.967958515044302,6100605.034500000067055,683866.643093109829351,6100355.034500000067055,"0","0","0","249.2237363","249.2237363",149.01869,-35.22190
1365,1365,683577.967958515044302,6100355.034500000067055,683866.643093109829351,6100105.034500000067055,"61.8479546","0","0","9.107815327","70.95576993",149.01874,-35.22415
1366,1366,683577.967958515044302,6100105.034500000067055,683866.643093109829351,6099855.034500000067055,"2.887483294","0","0","0","2.887483294",149.01880,-35.22641
1367,1367,683577.967958515044302,6099855.034500000067055,683866.643093109829351,6099605.034500000998378,"2.11321603","15.44991751","0","0","17.56313354",149.01886,-35.22866
1368,1368,683577.967958515044302,6099605.034500000998378,683866.643093109829351,6099355.034500000067055,"2.303370328","25.80168424","0","0","28.10505457",149.01891,-35.23091
1369,1369,683577.967958515044302,6099355.034500000067055,683866.643093109829351,6099105.034500000067055,"0","6.505430478","0","0","6.505430478",149.01897,-35.23316
1415,1415,683577.967958515044302,6087855.034500000067055,683866.643093109829351,6087605.034500000998378,"0","0","0","0","0",149.02154,-35.33680
1416,1416,683577.967958515044302,6087605.034500000998378,683866.643093109829351,6087355.034500000067055,"0","0","0","0","0",149.02160,-35.33905
1496,1496,683794.474309461074881,6104730.034500000998378,684083.149444055976346,6104480.034500000067055,"0","0","0","0","0",149.02015,-35.18469
1497,1497,683794.474309461074881,6104480.034500000067055,684083.149444055976346,6104230.034500000067055,"0","0","0","0","0",149.02020,-35.18694
1498,1498,683794.474309461074881,6104230.034500000067055,684083.149444055976346,6103980.034500000067055,"1","4","0","0","5",149.02026,-35.18919
1499,1499,683794.474309461074881,6103980.034500000067055,684083.149444055976346,6103730.034500000067055,"0","2","0","0","2",149.02031,-35.19145
1500,1500,683794.474309461074881,6103730.034500000067055,684083.149444055976346,6103480.034500000067055,"0","2.484831122","0","26.9870875","29.47191862",149.02037,-35.19370
1501,1501,683794.474309461074881,6103480.034500000067055,684083.149444055976346,6103230.034500000067055,"0.539179673","16.35156296","0","0","16.89074263",149.02042,-35.19595
1502,1502,683794.474309461074881,6103230.034500000067055,684083.149444055976346,6102980.034500000067055,"1.203583991","11.8609734","0","0","13.06455739",149.02048,-35.19821
1503,1503,683794.474309461074881,6102980.034500000067055,684083.149444055976346,6102730.034500000067055,"0","4.526450471","0","0","4.526450471",149.02054,-35.20046
1504,1504,683794.474309461074881,6102730.034500000067055,684083.149444055976346,6102480.034499999135733,"0","8.93370257","0","0","8.93370257",149.02059,-35.20271
1505,1505,683794.474309461074881,6102480.034499999135733,684083.149444055976346,6102230.034500000067055,"5","28.79670665","0","0","33.79670665",149.02065,-35.20496
1506,1506,683794.474309461074881,6102230.034500000067055,684083.149444055976346,6101980.034500000067055,"0.826776872","4.458614771","0","0","5.285391643",149.02070,-35.20722
1507,1507,683794.474309461074881,6101980.034500000067055,684083.149444055976346,6101730.034500000067055,"0","10.18549983","0","0","10.18549983",149.02076,-35.20947
1508,1508,683794.474309461074881,6101730.034500000067055,684083.149444055976346,6101480.034500000067055,"4.907161999","31.81080504","0","0","36.71796704",149.02081,-35.21172
1509,1509,683794.474309461074881,6101480.034500000067055,684083.149444055976346,6101230.034500000067055,"8.129872727","11.26676526","0","0","19.39663799",149.02087,-35.21398
1510,1510,683794.474309461074881,6101230.034500000067055,684083.149444055976346,6100980.034500000067055,"0.106547369","0","0","0","0.106547369",149.02093,-35.21623
1511,1511,683794.474309461074881,6100980.034500000067055,684083.149444055976346,6100730.034500000998378,"15.73375631","0","0","0","15.73375631",149.02098,-35.21848
1512,1512,683794.474309461074881,6100730.034500000998378,684083.149444055976346,6100480.034500000067055,"2.152651622","0","0","1.776547449","3.929199071",149.02104,-35.22073
1513,1513,683794.474309461074881,6100480.034500000067055,684083.149444055976346,6100230.034500000067055,"0","0","0","65.73674801","65.73674801",149.02109,-35.22299
1514,1514,683794.474309461074881,6100230.034500000067055,684083.149444055976346,6099980.034500000067055,"19.70198932","0","0","9.259823433","28.96181275",149.02115,-35.22524
1515,1515,683794.474309461074881,6099980.034500000067055,684083.149444055976346,6099730.034500000067055,"0","5.400126585","0","0","5.400126585",149.02121,-35.22749
1516,1516,683794.474309461074881,6099730.034500000067055,684083.149444055976346,6099480.034500000067055,"3.963435267","21.29635978","0","0","25.25979504",149.02126,-35.22975
1517,1517,683794.474309461074881,6099480.034500000067055,684083.149444055976346,6099230.034500000067055,"0.068494492","31.00477345","0","0","31.07326794",149.02132,-35.23200
1518,1518,683794.474309461074881,6099230.034500000067055,684083.149444055976346,6098980.034500000067055,"1.931505508","10.58718868","0","0","12.51869418",149.02137,-35.23425
1552,1552,683794.474309461074881,6090730.034500000067055,684083.149444055976346,6090480.034499999135733,"0","0","0","0","0",149.02328,-35.31085
1553,1553,683794.474309461074881,6090480.034499999135733,684083.149444055976346,6090230.034500000067055,"0","0","0","0","0",149.02333,-35.31310
1560,1560,683794.474309461074881,6088730.034500000998378,684083.149444055976346,6088480.034500000067055,"0","0","0","0","0",149.02373,-35.32887
1561,1561,683794.474309461074881,6088480.034500000067055,684083.149444055976346,6088230.034500000067055,"0","0","0","0","0",149.02378,-35.33112
1562,1562,683794.474309461074881,6088230.034500000067055,684083.149444055976346,6087980.034500000067055,"0","0","0","0","0",149.02384,-35.33338
1563,1563,683794.474309461074881,6087980.034500000067055,684083.149444055976346,6087730.034500000067055,"0","0","0","0","0",149.02390,-35.33563
1564,1564,683794.474309461074881,6087730.034500000067055,684083.149444055976346,6087480.034500000067055,"0","0","0","0","0",149.02395,-35.33788
1565,1565,683794.474309461074881,6087480.034500000067055,684083.149444055976346,6087230.034500000067055,"0","0","0","0","0",149.02401,-35.34014
1566,1566,683794.474309461074881,6087230.034500000067055,684083.149444055976346,6086980.034500000067055,"0","0","0","0","0",149.02406,-35.34239
1567,1567,683794.474309461074881,6086980.034500000067055,684083.149444055976346,6086730.034500000067055,"0","0","0","0","0",149.02412,-35.34464
1568,1568,683794.474309461074881,6086730.034500000067055,684083.149444055976346,6086480.034499999135733,"0","0","0","0","0",149.02418,-35.34689
1569,1569,683794.474309461074881,6086480.034499999135733,684083.149444055976346,6086230.034500000067055,"3.382592368","10.85805865","0","0","14.24065102",149.02423,-35.34915
1570,1570,683794.474309461074881,6086230.034500000067055,684083.149444055976346,6085980.034500000067055,"2.310158719","0","0","0","2.310158719",149.02429,-35.35140
1644,1644,684010.980660406989045,6104605.034500000067055,684299.655795002006926,6104355.034500000067055,"1","6.145616796","0","0","7.145616796",149.02255,-35.18578
1645,1645,684010.980660406989045,6104355.034500000067055,684299.655795002006926,6104105.034500000067055,"0","15.85044804","0","0","15.85044804",149.02261,-35.18803
1646,1646,684010.980660406989045,6104105.034500000067055,684299.655795002006926,6103855.034500000067055,"0","0","0","0","0",149.02266,-35.19028
1647,1647,684010.980660406989045,6103855.034500000067055,684299.655795002006926,6103605.034500000998378,"0","0","0","0","0",149.02272,-35.19253
1648,1648,684010.980660406989045,6103605.034500000998378,684299.655795002006926,6103355.034500000067055,"0","3.609797021","0","0","3.609797021",149.02277,-35.19479
